,position,read_depth-YMR186W-SRR1520311-a-v2-p4,norm_cov-YMR186W-SRR1520311-a-v2-p4,read_depth-YMR186W-SRR1520311-v2-p4-m1,norm_cov-YMR186W-SRR1520311-v2-p4-m1
1034,1035,1765,0.9039618380583974,29,0.036289858018042714
1035,1036,2111,1.0811690878987403,26,0.03253573477479692
1036,1037,2036,1.0427571117772787,26,0.03253573477479692
1037,1038,2145,1.098582517073803,26,0.03253573477479692
1038,1039,2375,1.2163792438462855,26,0.03253573477479692
1039,1040,2363,1.2102333276668515,26,0.03253573477479692
1040,1041,2445,1.2522304215596496,26,0.03253573477479692
1041,1042,2427,1.2430115472904988,25,0.03128436036038165
1042,1043,2352,1.2045995711690372,25,0.03128436036038165
1043,1044,2350,1.2035752518057983,25,0.03128436036038165
1044,1045,2223,1.1385309722401231,14,0.017519241801813724
1045,1046,1844,0.944422452906337,3,0.0037541232432457983
1046,1047,1825,0.9346914189555667,1,0.0012513744144152662
1047,1048,1834,0.9393008560901421,1,0.0012513744144152662
1048,1049,1809,0.9264968640496549,1,0.0012513744144152662
1049,1050,1963,1.0053694550190562,1,0.0012513744144152662
1050,1051,1998,1.0232950438757382,1,0.0012513744144152662
1051,1052,2103,1.0770718104457846,1,0.0012513744144152662
1052,1053,2164,1.1083135510245734,1,0.0012513744144152662
1053,1054,2177,1.1149716268856267,1,0.0012513744144152662
1054,1055,2153,1.102679794526759,0,0.0
1055,1056,2285,1.1702848725005315,0,0.0
1056,1057,2241,1.147749846509274,0,0.0
1057,1058,2256,1.1554322417335663,0,0.0
1058,1059,2295,1.1754064693167263,0,0.0
1059,1060,2340,1.1984536549896032,0,0.0
1060,1061,2204,1.1287999382893528,0,0.0
1061,1062,2218,1.1359701738320258,0,0.0
1062,1063,2134,1.0929487605759887,0,0.0
1063,1064,1827,0.9357157383188056,0,0.0
1064,1065,1765,0.9039618380583974,0,0.0
1065,1066,1736,0.8891092072914322,0,0.0
1066,1067,1376,0.7047317219084163,0,0.0
1067,1068,1331,0.6816845362355394,0,0.0
1068,1069,1364,0.6985858057289824,0,0.0
1069,1070,1256,0.6432725601140776,0,0.0
1070,1071,1337,0.6847574943252562,0,0.0
1071,1072,1494,0.7651665643395159,0,0.0
1072,1073,1459,0.7472409754828339,0,0.0
1073,1074,1490,0.763117925613038,0,0.0
1074,1075,1677,0.8588917860758823,0,0.0
1075,1076,1645,0.8425026762640587,0,0.0
1076,1077,1776,0.9095955945562118,0,0.0
1077,1078,1760,0.9014010396502999,0,0.0
1078,1079,1744,0.8932064847443881,3,0.0037541232432457983
1079,1080,1879,0.962348041763019,9,0.011262369729737395
1080,1081,1993,1.0207342454676407,9,0.011262369729737395
1081,1082,1995,1.0217585648308798,10,0.01251374414415266
1082,1083,2073,1.0617070199971999,15,0.018770616216228993
1083,1084,2551,1.3065193478113155,19,0.023776113873890056
1084,1085,2451,1.2553033796493664,23,0.02878161153155112
1085,1086,2556,1.3090801462194128,27,0.03378710918921218
1086,1087,2558,1.310104465582652,28,0.03503848360362745
1087,1088,2531,1.2962761541789256,29,0.036289858018042714
1088,1089,2594,1.3285422141209535,29,0.036289858018042714
1089,1090,2582,1.3223962979415196,29,0.036289858018042714
1090,1091,2510,1.2855208008649164,29,0.036289858018042714
1091,1092,2613,1.3382732480717237,31,0.03879260684687325
1092,1093,2618,1.3408340464798212,32,0.04004398126128852
1093,1094,2654,1.3592717950181228,32,0.04004398126128852
1094,1095,2662,1.3633690724710787,32,0.04004398126128852
1095,1096,2679,1.37207578705861,33,0.04129535567570378
1096,1097,2600,1.3316151722106704,34,0.04254673009011905
1097,1098,2656,1.3602961143813617,35,0.043798104504534315
1098,1099,2867,1.4683618072030737,36,0.04504947891894958
1099,1100,2700,1.3828311403726192,37,0.046300853333364846
1100,1101,2756,1.4115120825433105,37,0.046300853333364846
1101,1102,2759,1.413048561588169,37,0.046300853333364846
1102,1103,2558,1.310104465582652,37,0.046300853333364846
1103,1104,2566,1.3142017430356077,37,0.046300853333364846
1104,1105,2547,1.3044707090848375,37,0.046300853333364846
1105,1106,2463,1.2614492958288004,37,0.046300853333364846
1106,1107,2489,1.2747654475509071,37,0.046300853333364846
1107,1108,2300,1.1779672677248239,33,0.04129535567570378
1108,1109,1963,1.0053694550190562,27,0.03378710918921218
1109,1110,1906,0.9761763531667452,27,0.03378710918921218
1110,1111,1931,0.9889803452072324,27,0.03378710918921218
1111,1112,1553,0.7953839855550658,20,0.02502748828830532
1112,1113,1523,0.7800191951064811,17,0.021273365045059524
1113,1114,1544,0.7907745484204904,13,0.01626786738739846
1114,1115,1435,0.7349491431239661,9,0.011262369729737395
1115,1116,1509,0.7728489595638083,9,0.011262369729737395
1116,1117,1509,0.7728489595638083,8,0.01001099531532213
1117,1118,1559,0.7984569436447827,8,0.01001099531532213
1118,1119,1670,0.8553066683045459,8,0.01001099531532213
1119,1120,1788,0.9157415107356456,8,0.01001099531532213
1120,1121,1683,0.8619647441655993,6,0.007508246486491597
1121,1122,1690,0.8655498619369357,5,0.00625687207207633
1122,1123,1722,0.8819389717487593,5,0.00625687207207633
1123,1124,1712,0.8768173749325645,4,0.005005497657661065
1124,1125,1805,0.9244482253231769,7,0.008759620900906862
1125,1126,1813,0.9285455027761328,6,0.007508246486491597
1126,1127,1604,0.8215041293176597,5,0.00625687207207633
1127,1128,1577,0.8076758179139335,5,0.00625687207207633
1128,1129,1571,0.8046028598242165,6,0.007508246486491597
1129,1130,1487,0.7615814465681795,6,0.007508246486491597
1130,1131,1487,0.7615814465681795,6,0.007508246486491597
1131,1132,1616,0.8276500454970935,7,0.008759620900906862
1132,1133,1566,0.8020420614161191,7,0.008759620900906862
1133,1134,1619,0.8291865245419521,8,0.01001099531532213
1134,1135,1574,0.8061393388690751,8,0.01001099531532213
1135,1136,1547,0.7923110274653489,10,0.01251374414415266
1136,1137,1698,0.8696471393898917,15,0.018770616216228993
1137,1138,1707,0.874256576524467,15,0.018770616216228993
1138,1139,1643,0.8414783569008197,15,0.018770616216228993
1139,1140,1670,0.8553066683045459,16,0.02002199063064426
1140,1141,1702,0.8716957781163696,16,0.02002199063064426
1141,1142,1543,0.7902623887388709,16,0.02002199063064426
1142,1143,1566,0.8020420614161191,16,0.02002199063064426
1143,1144,1662,0.8512093908515901,16,0.02002199063064426
1144,1145,1599,0.8189433309095623,61,0.07633383927933124
1145,1146,1600,0.8194554905911817,70,0.08759620900906863
1146,1147,1522,0.7795070354248617,73,0.09135033225231443
1147,1148,1335,0.6837331749620172,84,0.10511545081088236
1148,1149,1297,0.6642711070604768,85,0.10636682522529763
1149,1150,1340,0.6862939733701147,109,0.136399811171264
1150,1151,1319,0.6755386200561054,114,0.14265668324334033
1151,1152,1294,0.6627346280156182,115,0.1439080576577556
1152,1153,1409,0.7216329914018594,116,0.14515943207217086
1153,1154,1309,0.6704170232399106,116,0.14515943207217086
1154,1155,1333,0.6827088555987783,145,0.1814492900902136
1155,1156,1341,0.6868061330517342,145,0.1814492900902136
1156,1157,1302,0.6668319054685742,149,0.18645478774787466
1157,1158,1304,0.6678562248318132,157,0.19646578306319679
1158,1159,1273,0.651979274701609,167,0.20897952720734944
1159,1160,1171,0.5997389871764212,177,0.2214932713515021
1160,1161,1135,0.5813012386381196,189,0.2365097643244853
1161,1162,1183,0.605884903355855,253,0.31659772684706233
1162,1163,1140,0.583862037046217,293,0.36665270342367295
1163,1164,1175,0.6017876259028991,335,0.41921042882911413
1164,1165,1238,0.6340536858449268,415,0.5193203819823354
1165,1166,1106,0.5664486078711544,461,0.5768836050454377
1166,1167,1173,0.6007633065396601,541,0.6769935581986589
1167,1168,1478,0.7569720094336041,854,1.0686737499106373
1168,1169,1479,0.7574841691152236,927,1.1600240821629517
1169,1170,1710,0.8757930555693255,1175,1.4703649369379377
1170,1171,1712,0.8768173749325645,1209,1.5129116670280567
1171,1172,1637,0.8384053988111029,1279,1.6005078760371254
1172,1173,1726,0.8839876104752373,1377,1.7231425686498214
1173,1174,1761,0.9019131993319194,1356,1.6968637059471008
1174,1175,1783,0.9131807123275482,1359,1.7006178291903467
1175,1176,1791,0.9172779897805041,1356,1.6968637059471008
1176,1177,1807,0.9254725446864159,1354,1.6943609571182703
1177,1178,1814,0.9290576624577523,1339,1.6755903409020414
1178,1179,1834,0.9393008560901421,1351,1.6906068338750246
1179,1180,2016,1.032513918144889,1359,1.7006178291903467
1180,1181,1953,1.0002478582028613,1395,1.7456673081092962
1181,1182,2044,1.0468543892302347,1417,1.7731975452264321
1182,1183,2101,1.0760474910825455,1417,1.7731975452264321
1183,1184,2086,1.0683650958582531,1414,1.7694434219831863
1184,1185,2305,1.1805280661329212,1422,1.7794544172985085
1185,1186,2373,1.2153549244830464,1419,1.7757002940552626
1186,1187,2443,1.2512061021964107,1403,1.7556783034246184
1187,1188,2499,1.279887044367102,1393,1.7431645592804657
1188,1189,2803,1.4355835875794265,1381,1.7281480663074824
1189,1190,2874,1.4719469249744102,1333,1.6680820944155497
1190,1191,3004,1.5385276835849437,1307,1.635546359640753
1191,1192,2997,1.5349425658136073,1266,1.5842400086497268
1192,1193,2899,1.4847509170148974,1159,1.4503429463072934
1193,1194,2889,1.4796293201987025,1148,1.4365778277487256
1194,1195,2850,1.4596550926155425,1100,1.3765118558567928
1195,1196,2533,1.2973004735421647,784,0.9810775409015686
1196,1197,2743,1.4048540066822572,994,1.2438661679287746
1197,1198,2784,1.4258525536286561,1034,1.293921144505385
1198,1199,2557,1.3095923059010324,809,1.0123619012619502
1199,1200,2651,1.3577353159732644,906,1.133745219460231
1200,1201,2650,1.3572231562916448,910,1.138750717117892
1201,1202,2519,1.2901302379994917,839,1.0499031336944082
1202,1203,2529,1.2952518348156867,861,1.0774333708115442
1203,1204,2496,1.2783505653222436,892,1.1162259776584174
1204,1205,2515,1.288081599273014,956,1.1963139401809944
1205,1206,2526,1.2937153557708283,978,1.2238441772981303
1206,1207,2774,1.4207309568124613,1287,1.6105188713524474
1207,1208,2563,1.3126652639907492,1275,1.5955023783794644
1208,1209,2535,1.2983247929054036,1302,1.6292894875686765
1209,1210,2500,1.2803992040487215,1269,1.5879941318929727
1210,1211,2324,1.1902591000836915,1252,1.5667207668479133
1211,1212,2339,1.1979414953079839,1275,1.5955023783794644
1212,1213,2305,1.1805280661329212,1254,1.5692235156767438
1213,1214,2075,1.0627313393604387,1275,1.5955023783794644
1214,1215,2070,1.0601705409523414,1284,1.6067647481092018
1215,1216,2000,1.024319363238977,1292,1.6167757434245238
1216,1217,1906,0.9761763531667452,1350,1.6893554594606093
1217,1218,1821,0.9326427802290888,1531,1.9158542284697724
1218,1219,1932,0.989492504888852,1731,2.166129111352826
1219,1220,1909,0.9777128322116038,1887,2.3613435200016073
1220,1221,1992,1.0202220857860214,1978,2.4752185917133964
1221,1222,1992,1.0202220857860214,1981,2.478972714956642
1222,1223,1995,1.0217585648308798,1988,2.487732335857549
1223,1224,2092,1.0714380539479702,2091,2.6166239005423213
1224,1225,2068,1.0591462215891023,2067,2.5865909145963553
1225,1226,1746,0.8942308041076271,1746,2.1848997275690545
1226,1227,2401,1.229695395568392,2401,3.004549969011054
1227,1228,2436,1.2476209844250743,2436,3.048348073515588
1228,1229,2411,1.234816992384587,2411,3.0170637131552067
1229,1230,2423,1.2409629085640208,2423,3.0320802061281897
1230,1231,2430,1.2445480263353572,2430,3.040839827029097
1231,1232,2396,1.2271345971602947,2396,2.9982930969389776
1232,1233,2447,1.2532547409228887,2447,3.062113192074156
1233,1234,2387,1.2225251600257192,2387,2.9870307272092402
1234,1235,2111,1.0811690878987403,2111,2.641651388830627
1235,1236,2168,1.1103621897510512,2168,2.712979730452297
1236,1237,2226,1.1400674512849815,2226,2.7855594464883824
1237,1238,2236,1.1451890481011766,2236,2.798073190632535
1238,1239,2279,1.1672119144108144,2279,2.8518822904523913
1239,1240,2405,1.23174403429487,2405,3.009555466668715
1240,1241,2397,1.2276467568419143,2397,2.999544471353393
1241,1242,2406,1.2322561939764896,2406,3.0108068410831303
1242,1243,2485,1.2727168088244292,2485,3.1096654198219364
1243,1244,2642,1.3531258788386888,2642,3.3061312028851333
1244,1245,2642,1.3531258788386888,2642,3.3061312028851333
1245,1246,2631,1.3474921223408745,2631,3.292366084326565
1246,1247,2368,1.212794126074949,2368,2.96325461333535
1247,1248,2386,1.2220130003440999,2386,2.985779352794825
1248,1249,2275,1.1651632756843366,2275,2.8468767927947303
1249,1250,2188,1.120605383383441,2188,2.738007218740602
1250,1251,2201,1.1272634592444943,2201,2.7542750861280005
1251,1252,2219,1.1364823335136451,2219,2.7767998255874757
1252,1253,2117,1.0842420459884574,2117,2.6491596353171185
1253,1254,2101,1.0760474910825455,2101,2.629137644686474
1254,1255,2176,1.1144594672040071,2176,2.722990725767619
1255,1256,1479,0.7574841691152236,1479,1.8507827589201786
1256,1257,1547,0.7923110274653489,1547,1.9358762191004166
1257,1258,1485,0.7605571272049405,1485,1.8582910054066701
1258,1259,1469,0.7523625722990287,1469,1.838269014776026
1259,1260,1494,0.7651665643395159,1494,1.8695533751364075
1260,1261,1611,0.8250892470889961,1611,2.015964181622994
1261,1262,1644,0.8419905165824393,1644,2.0572595372986977
1262,1263,1708,0.8747687362060865,1708,2.1373474998212747
1263,1264,1706,0.8737444168428475,1706,2.134844750992444
1264,1265,1573,0.8056271791874555,1573,1.9684119538752136
1265,1266,1567,0.8025542210977387,1567,1.960903707388722
1266,1267,1535,0.786165111285915,1535,1.9208597261274334
1267,1268,1436,0.7354613028055856,1436,1.7969736591003223
1268,1269,1396,0.714974915540806,1396,1.7469186825237115
1269,1270,1399,0.7165113945856646,1399,1.7506728057669574
1270,1271,1405,0.7195843526753815,1405,1.758181052253449
1271,1272,1479,0.7574841691152236,1479,1.8507827589201786
1272,1273,1340,0.6862939733701147,1340,1.6768417153164565
1273,1274,1290,0.6606859892891402,1290,1.6142729945956933
1274,1275,1388,0.7108776380878502,1388,1.7369076872083893
1275,1276,1520,0.7784827160616227,1520,1.9020891099112045
1276,1277,1677,0.8588917860758823,1677,2.098554892974401
1277,1278,1994,1.0212464051492602,1994,2.4952405823440404
1278,1279,1995,1.0217585648308798,1995,2.496491956758456
1279,1280,1974,1.0110032115168706,1974,2.4702130940557354
1280,1281,1976,1.0120275308801094,1976,2.4727158428845657
1281,1282,1975,1.0115153711984899,1975,2.4714644684701508
1282,1283,1899,0.9725912353954088,1899,2.3763600129745903
1283,1284,1972,1.0099788921536315,1972,2.4677103452269047
1284,1285,2042,1.0458300698669958,2042,2.5553065542359734
1285,1286,1920,0.9833465887094182,1920,2.402638875677311
1286,1287,2287,1.1713091918637704,2282,2.8556364136956374
1287,1288,2329,1.192819898491789,2323,2.9069427646866632
1288,1289,2234,1.1441647287379375,2228,2.788062195317213
1289,1290,2240,1.1472376868276544,2234,2.7955704418037044
1290,1291,2324,1.1902591000836915,2316,2.898183143785756
1291,1292,2311,1.1836010242226382,2303,2.8819152763983578
1292,1293,2369,1.2133062857565684,2361,2.9544949924344435
1293,1294,2625,1.3444191642511576,2616,3.273595468110336
1294,1295,2618,1.3408340464798212,2609,3.2648358472094294
1295,1296,2675,1.370027148332132,2666,3.3361641888310993
1296,1297,2753,1.409975603498452,2679,3.352432056218498
1297,1298,2768,1.4176579987227445,2693,3.3699512980203115
1298,1299,2834,1.4514605377096306,2759,3.452542009371719
1299,1300,2795,1.4314863101264705,2720,3.403738407209524
1300,1301,2730,1.398195930821204,2655,3.3223990702725317
1301,1302,2914,1.4924333122391897,2839,3.5526519625249406
1302,1303,2913,1.4919211525575702,2838,3.5514005881105253
1303,1304,2716,1.391025695278531,2641,3.304879828470718
1304,1305,2741,1.4038296873190181,2666,3.3361641888310993
1305,1306,2594,1.3285422141209535,2518,3.1509607754976403
1306,1307,2360,1.2086968486219931,2284,2.8581391625244676
1307,1308,2370,1.213818445438188,2294,2.8706529066686204
1308,1309,2502,1.2814235234119604,2426,3.035834329371436
1309,1310,2496,1.2783505653222436,2420,3.028326082884944
1310,1311,2562,1.3121531043091297,2486,3.1109167942363514
1311,1312,2546,1.303958549403218,2470,3.0908948036057073
1312,1313,2448,1.253766900604508,2372,2.968260110993011
1313,1314,2395,1.2266224374786752,2320,2.9031886414434176
1314,1315,2386,1.2220130003440999,2317,2.8994345182001715
1315,1316,1993,1.0207342454676407,1924,2.407644373334972
1316,1317,2051,1.050439507001571,1982,2.4802240893710574
1317,1318,2059,1.054536784454527,1990,2.4902350846863794
1318,1319,1978,1.0130518502433485,1910,2.3901251315331584
1319,1320,1962,1.0048572953374366,1894,2.370103140902514
1320,1321,2058,1.0540246247729075,1990,2.4902350846863794
1321,1322,1825,0.9346914189555667,1758,2.199916220542038
1322,1323,1966,1.0069059340639146,1899,2.3763600129745903
1323,1324,2038,1.0437814311405178,1971,2.4664589708124893
1324,1325,1967,1.0074180937455341,1945,2.4339232360376926
1325,1326,1962,1.0048572953374366,1961,2.453945226668337
1326,1327,2001,1.0248315229205966,2000,2.502748828830532
1327,1328,1910,0.9782249918932232,1909,2.388873757118743
1328,1329,1979,1.0135640099249679,1978,2.4752185917133964
1329,1330,2050,1.0499273473199515,2049,2.56406617513688
1330,1331,1887,0.966445319215975,1887,2.3613435200016073
1331,1332,2007,1.0279044810103135,2007,2.5115084497314393
1332,1333,2110,1.080656928217121,2110,2.6404000144162114
1333,1334,1905,0.9756641934851258,1905,2.383868259461082
1334,1335,2061,1.055561103817766,2061,2.5790826681098635
1335,1336,2180,1.116508105930485,2180,2.72799622342528
1336,1337,2268,1.1615781579130002,2268,2.8381171718938236
1337,1338,2291,1.1733578305902483,2291,2.8668987834253747
1338,1339,2328,1.1923077388101695,2328,2.9131996367587396
1339,1340,2280,1.167724074092434,2280,2.8531336648668066
1340,1341,2335,1.195892856581506,2334,2.9207078832452313
1341,1342,2335,1.195892856581506,2329,2.914451011173155
1342,1343,2309,1.1825767048593991,2292,2.86815015783979
1343,1344,2314,1.1851375032674967,2284,2.8581391625244676
1344,1345,2315,1.185649662949116,2282,2.8556364136956374
1345,1346,2164,1.1083135510245734,2129,2.6641761282901015
1346,1347,2298,1.1769429483615848,2256,2.82310067892084
1347,1348,2278,1.166699754729195,2208,2.7630347070289076
1348,1349,2192,1.122654022109919,2114,2.6454055120738724
1349,1350,2106,1.078608289490643,2019,2.5265249427044223
1350,1351,2213,1.1334093754239283,2001,2.5040002032449475
1351,1352,2068,1.0591462215891023,1842,2.30503167135292
1352,1353,2063,1.056585423181005,1826,2.285009680722276
1353,1354,2125,1.0883393234414134,1786,2.2349547041456654
1354,1355,2028,1.038659834324323,1676,2.097303518559986
1355,1356,2041,1.0453179101853762,1681,2.1035603906320626
1356,1357,2108,1.079632608853882,1670,2.0897952720734945
1357,1358,2009,1.0289288003735526,1562,1.9546468353166457
1358,1359,1898,0.9720790757137894,1424,1.781957166127339
1359,1360,2052,1.0509516666831906,1392,1.7419131848660505
1360,1361,1927,0.9869317064807546,1213,1.517917164685718
1361,1362,1907,0.9766885128483648,1174,1.4691135625235223
1362,1363,1909,0.9777128322116038,1160,1.4515943207217088
1363,1364,1531,0.7841164725594371,756,0.9460390572979412
1364,1365,1586,0.8122852550485089,718,0.8984868295501611
1365,1366,1461,0.7482652948460728,589,0.7370595300905918
1366,1367,1361,0.697049326684124,461,0.5768836050454377
1367,1368,1369,0.7011466041370799,432,0.5405937470273949
1368,1369,1427,0.7308518656710102,407,0.5093093866670133
1369,1370,1370,0.7016587638186994,354,0.4429865427030042
1370,1371,1394,0.7139505961775671,352,0.4404837938741737
1371,1372,1398,0.715999234904045,341,0.42671867531560576
1372,1373,1393,0.7134384364959476,337,0.4217131776579447
1373,1374,1425,0.7298275463077712,337,0.4217131776579447
1374,1375,1409,0.7216329914018594,308,0.38542331963990195
1375,1376,1285,0.6581251908810428,159,0.19896853189202732
1376,1377,1291,0.6611981489707598,159,0.19896853189202732
1377,1378,1326,0.6791237378274418,155,0.19396303423436626
1378,1379,1219,0.6243226518941566,133,0.16643279711723039
1379,1380,1156,0.5920565919521288,112,0.1401539344145098
1380,1381,1111,0.5690094062792518,57,0.07132834162167016
1381,1382,1016,0.5203542365254004,49,0.06131734630634804
1382,1383,1068,0.5469865399696138,48,0.06006597189193277
1383,1384,1056,0.5408406237901799,41,0.05130635099102591
1384,1385,993,0.5085745638481521,29,0.036289858018042714
1385,1386,1027,0.5259879930232148,69,0.08634483459465336
1386,1387,1011,0.5177934381173029,66,0.08259071135140757
1387,1388,890,0.45582211664134487,66,0.08259071135140757
1388,1389,841,0.4307262922419899,123,0.15391905297307773
1389,1390,957,0.4901368153098506,148,0.18520341333345938
1390,1391,944,0.4834787394487972,152,0.19020891099112044
1391,1392,954,0.4886003362649921,158,0.19771715747761204
1392,1393,1028,0.5265001527048343,161,0.20147128072085785
1393,1394,951,0.4870638572201337,173,0.21648777369384103
1394,1395,952,0.4875760169017531,176,0.22024189693708685
1395,1396,968,0.495770571807665,177,0.2214932713515021
1396,1397,922,0.4722112264531685,225,0.2815592432434349
1397,1398,915,0.4686261086818321,225,0.2815592432434349
1398,1399,1002,0.5131840009827275,229,0.28656474090109596
1399,1400,986,0.5049894460768157,230,0.2878161153155112
1400,1401,1081,0.5536446158306672,304,0.3804178219822409
1401,1402,1279,0.655052232791326,317,0.3966856893696394
1402,1403,1292,0.6617103086523792,342,0.427970049730021
1403,1404,1323,0.6775872587825834,375,0.4692654054057248
1404,1405,1359,0.696025007320885,378,0.4730195286489706
1405,1406,1360,0.6965371670025045,414,0.5180690075679202
1406,1407,1347,0.6898790911414512,419,0.5243258796399966
1407,1408,1651,0.8455756343537757,441,0.5518561167571323
1408,1409,1662,0.8512093908515901,445,0.5568616144147934
1409,1410,1646,0.8430148359456783,451,0.564369860901285
1410,1411,1744,0.8932064847443881,462,0.5781349794598529
1411,1412,1691,0.8660620216185552,463,0.5793863538742682
1412,1413,1726,0.8839876104752373,465,0.5818891027030988
1413,1414,1730,0.8860362492017153,448,0.5606157376580392
1414,1415,1686,0.8635012232104577,404,0.5055552634237676
1415,1416,1699,0.8701592990715111,404,0.5055552634237676
1416,1417,1709,0.875280895887706,402,0.5030525145949369
1417,1418,1580,0.8092122969587919,343,0.42922142414443626
1418,1419,1629,0.8343081213581469,332,0.4154563055858684
1419,1420,1615,0.8271378858154741,328,0.41045080792820726
1420,1421,1571,0.8046028598242165,325,0.4066966846849615
1421,1422,1617,0.8281622051787131,328,0.41045080792820726
1422,1423,1721,0.8814268120671399,334,0.4179590544146989
1423,1424,1710,0.8757930555693255,338,0.42296455207235995
1424,1425,1716,0.8788660136590424,352,0.4404837938741737
1425,1426,1978,1.0130518502433485,327,0.409199433513792
1426,1427,1948,0.9976870597947638,351,0.4392324194597584
1427,1428,1975,1.0115153711984899,408,0.5105607610814286
1428,1429,1944,0.9956384210682858,409,0.5118121354958438
1429,1430,1712,0.8768173749325645,379,0.4742709030633859
1430,1431,1747,0.8947429637892466,381,0.4767736518922164
1431,1432,1783,0.9131807123275482,366,0.4580030356759874
1432,1433,1699,0.8701592990715111,335,0.41921042882911413
1433,1434,1710,0.8757930555693255,344,0.43047279855885157
1434,1435,1718,0.8798903330222814,328,0.41045080792820726
1435,1436,1522,0.7795070354248617,310,0.3879260684687325
1436,1437,1429,0.7318761850342492,304,0.3804178219822409
1437,1438,1589,0.8138217340933673,311,0.38917744288314776
1438,1439,1507,0.7718246402005693,303,0.37916644756782564
1439,1440,1519,0.7779705563800032,305,0.38166919639665614
1440,1441,1516,0.7764340773351447,305,0.38166919639665614
1441,1442,1463,0.7492896142093118,309,0.38667469405431726
1442,1443,1523,0.7800191951064811,373,0.46676265657689425
1443,1444,1574,0.8061393388690751,438,0.5481019935138866
1444,1445,1591,0.8148460534566063,480,0.6006597189193278
1445,1446,1609,0.8240649277257571,504,0.6306927048652942
1446,1447,1710,0.8757930555693255,609,0.762087018378897
1447,1448,1609,0.8240649277257571,614,0.7683438904509734
1448,1449,1672,0.8563309876677849,695,0.86970521801861
1449,1450,1865,0.9551778062203462,903,1.1299910962169852
1450,1451,1753,0.8978159218789635,960,1.2013194378386556
1451,1452,1734,0.8880848879281932,968,1.2113304331539776
1452,1453,1716,0.8788660136590424,963,1.2050735610819012
1453,1454,1528,0.7825799935145785,990,1.2388606702711134
1454,1455,1430,0.7323883447158687,980,1.2263469261269608
1455,1456,1412,0.7231694704467179,962,1.203822186667486
1456,1457,1366,0.6996101250922214,916,1.1462589636043838
1457,1458,1392,0.7129262768143281,949,1.1875543192800875
1458,1459,1460,0.7477531351644533,1024,1.2814074003612326
1459,1460,1333,0.6827088555987783,1019,1.2751505282891562
1460,1461,1337,0.6847574943252562,1040,1.3014293909918768
1461,1462,1456,0.7457044964379754,1165,1.457851192793785
1462,1463,1403,0.7185600333121425,1154,1.444086074235217
1463,1464,1398,0.715999234904045,1153,1.442834699820802
1464,1465,1379,0.7062682009532748,1170,1.4641080648658613
1465,1466,1239,0.6345658455265464,1200,1.5016492972983193
1466,1467,1285,0.6581251908810428,1257,1.5729776389199894
1467,1468,1419,0.7267545882180543,1392,1.7419131848660505
1468,1469,1438,0.7364856221688246,1433,1.7932195358570764
1469,1470,1452,0.7436558577114974,1443,1.8057332800012291
1470,1471,1516,0.7764340773351447,1437,1.7982250335147374
1471,1472,1455,0.7451923367563559,1357,1.6981150803615161
1472,1473,1660,0.8501850714883511,1556,1.947138588830154
1473,1474,1702,0.8716957781163696,1517,1.8983349866679586
1474,1475,1656,0.8481364327618731,1427,1.7857112893705847
1475,1476,1682,0.8614525844839798,1383,1.7306508151363131
1476,1477,1682,0.8614525844839798,1379,1.725645317478652
1477,1478,1498,0.7672152030659939,1172,1.4666108136946918
1478,1479,1457,0.7462166561195949,1078,1.3489816187396568
1479,1480,1580,0.8092122969587919,1014,1.2688936562170798
1480,1481,1870,0.9577386046284436,997,1.2476202911720202
1481,1482,2762,1.4145850406330276,993,1.2426147935143592
1482,1483,2817,1.4427538231220993,938,1.1737892007215196
1483,1484,2915,1.4929454719208093,932,1.166280954235028
1484,1485,2973,1.5226507334547397,924,1.1562699589197059
1485,1486,3109,1.5923044501549901,896,1.1212314753160784
1486,1487,3039,1.5564532724416258,797,0.9973454082889671
1487,1488,3014,1.5436492804011386,737,0.9222629434240511
1488,1489,3082,1.5784761387512638,729,0.912251948108729
1489,1490,3018,1.5456979191276166,654,0.818398867027584
1490,1491,2987,1.5298209689974125,592,0.7408136533338375
1491,1492,3092,1.5835977355674586,589,0.7370595300905918
1492,1493,3227,1.6527392925860898,591,0.7395622789194223
1493,1494,3263,1.6711770411243914,585,0.7320540324329307
1494,1495,3221,1.6496663344963727,542,0.6782449326130743
1495,1496,3069,1.5718180628902105,383,0.47927640072104694
1496,1497,3097,1.5861585339755562,345,0.4317241729732668
1497,1498,3309,1.6947363864788878,312,0.390428817297563
1498,1499,3322,1.701394462339941,301,0.3766636987389951
1499,1500,3391,1.7367334803716858,303,0.37916644756782564
1500,1501,3484,1.7843643307622983,295,0.3691554522525035
1501,1502,3280,1.6798837557119226,48,0.06006597189193277
1502,1503,3270,1.6747621588957278,47,0.05881459747751751
1503,1504,3263,1.6711770411243914,46,0.05756322306310224
1504,1505,3230,1.6542757716309482,45,0.05631184864868698
1505,1506,3256,1.667591923353055,45,0.05631184864868698
1506,1507,3252,1.665543284626577,46,0.05756322306310224
1507,1508,3064,1.569257264482113,53,0.0663228439640091
1508,1509,3110,1.5928166098366094,57,0.07132834162167016
1509,1510,2863,1.4663131684765958,57,0.07132834162167016
1510,1511,1942,0.9946141017050468,65,0.0813393369369923
1511,1512,1873,0.9592750836733022,79,0.09885857873880602
1512,1513,1845,0.9449346125879564,84,0.10511545081088236
1513,1514,1821,0.9326427802290888,243,0.30408398270290965
